Item_Identifier,Outlet_Identifier,Item_Outlet_Sales
FDL32,OUT049,356.9634
FDW46,OUT018,4327.079
NCO17,OUT027,1212.0262
FDR19,OUT013,4009.4353
FDJ33,OUT017,5833.9287
FDB15,OUT046,1538.7014
FDA52,OUT045,3442.6443
FDZ08,OUT027,3274.9783
FDR27,OUT017,197.59387
NCK42,OUT046,2339.7861
FDZ12,OUT019,130.41377
FDM60,OUT018,3345.5586
NCI31,OUT018,2986.7727
FDX39,OUT049,753.5237
NCV05,OUT017,1595.6349
FDX16,OUT046,1422.2084
DRK12,OUT010,3185.4612
NCA05,OUT017,3602.2532
DRG51,OUT010,3077.3972
NCR30,OUT018,3812.7825
NCE31,OUT046,5385.5938
FDM56,OUT019,3900.2732
FDP24,OUT013,2791.9763
DRM37,OUT010,2845.9695
FDN56,OUT013,2368.5654
DRE60,OUT049,1476.473
FDW49,OUT019,3579.216
FDM20,OUT046,651.59155
FDK15,OUT019,184.28181
FDK48,OUT049,954.2168
FDO49,OUT019,2945.3997
FDC09,OUT018,3118.0686
NCZ41,OUT013,597.00415
FDP19,OUT046,615.48
FDQ24,OUT019,828.06323
DRL11,OUT045,396.9739
FDO36,OUT035,526.8296
FDN52,OUT027,6375.103
FDF21,OUT010,3383.324
FDU40,OUT013,739.5533
FDS51,OUT049,540.9696
FDE45,OUT046,1845.2318
FDX50,OUT035,1716.9857
NCN14,OUT019,2428.766
FDQ21,OUT018,1513.0233
FDV57,OUT027,433.76218
FDB44,OUT013,2815.2227
FDG52,OUT013,105.55922
FDL38,OUT019,261.36395
NCS54,OUT049,747.8918
DRL37,OUT035,187.34084
FDA43,OUT013,2473.867
FDZ39,OUT017,339.21716
FDG45,OUT018,307.98468
FDH10,OUT013,3030.5273
FDO10,OUT010,1727.4475
FDS35,OUT027,3379.014
FDI41,OUT027,1570.4735
FDN21,OUT027,1251.7002
NCO18,OUT045,1957.1261
FDB34,OUT018,1502.4415
FDD05,OUT013,4143.96
FDX59,OUT027,235.62105
FDZ23,OUT010,350.53976
FDX27,OUT046,4091.6653
FDV07,OUT017,3010.6736
FDR14,OUT017,580.3436
FDO01,OUT045,3858.187
FDO13,OUT017,5398.598
FDU25,OUT035,3325.3035
NCK54,OUT027,1995.0311
FDZ56,OUT013,6682.004
NCL55,OUT017,187.56319
FDD59,OUT045,2265.3787
FDJ55,OUT017,1324.6178
FDA45,OUT027,76.605316
DRF23,OUT010,2654.6409
FDT49,OUT017,362.51163
NCO17,OUT035,542.87933
FDH22,OUT035,552.70764
FDT34,OUT049,189.2227
FDB39,OUT045,544.0487
FDQ22,OUT045,1630.1215
NCN43,OUT010,781.0148
FDG57,OUT049,1293.6226
FDR20,OUT035,697.83044
FDU22,OUT019,450.8618
NCC43,OUT017,3090.926
FDP01,OUT010,2488.4973
FDF52,OUT018,3660.7908
FDZ33,OUT035,2609.0916
FDP48,OUT027,218.95027
FDW56,OUT010,609.1438
FDC26,OUT018,772.5635
FDF34,OUT018,6305.989
FDJ33,OUT035,4098.88
FDD04,OUT045,4472.52
NCJ31,OUT013,1801.7582
FDO57,OUT046,2493.2483
FDM36,OUT027,1579.9249
NCY05,OUT046,58.539116
FDS44,OUT027,1992.6722
FDZ39,OUT035,3084.5188
NCM31,OUT017,1750.057
DRK11,OUT013,659.63306
FDO34,OUT010,3828.2063
NCL30,OUT035,2299.0645
FDK28,OUT017,337.00037
DRJ39,OUT035,2031.7504
NCP06,OUT027,2347.9512
FDE33,OUT027,3538.1375
FDZ44,OUT049,1775.1357
FDV46,OUT018,4734.875
NCO06,OUT035,2053.8853
DRG03,OUT013,2358.4395
FDU37,OUT013,6413.113
FDI57,OUT013,1374.2982
FDM45,OUT013,690.41406
FDC26,OUT035,2630.507
FDU14,OUT027,1077.0647
FDB26,OUT046,4199.0815
FDC29,OUT018,1565.911
FDY58,OUT017,4313.422
FDR59,OUT035,2031.6688
FDS03,OUT027,1410.8925
FDR43,OUT013,1407.958
FDZ25,OUT027,2975.1545
NCN26,OUT045,915.11194
FDO38,OUT018,3957.4119
FDP28,OUT017,2113.5344
FDG31,OUT010,2863.3572
FDI45,OUT013,61.219017
NCS54,OUT010,482.2127
FDE17,OUT045,815.54065
NCG06,OUT046,2198.589
FDQ57,OUT019,4118.8115
NCB31,OUT035,1350.6141
NCP29,OUT018,990.1114
NCX29,OUT019,2597.38
FDU37,OUT018,3268.0808
FDM02,OUT010,1187.371
FDN16,OUT046,309.85065
FDR46,OUT046,1268.6771
FDE50,OUT027,513.2915
FDL52,OUT010,4535.264
FDQ49,OUT013,3365.4495
FDI14,OUT045,227.64925
FDS16,OUT013,4072.7014
FDU15,OUT049,809.45245
NCG43,OUT027,2856.773
FDR23,OUT027,642.08765
FDS52,OUT027,3756.8528
NCP18,OUT018,1299.4016
DRF23,OUT027,3848.5032
FDO09,OUT045,2742.3784
FDB40,OUT045,510.56946
DRK37,OUT019,689.12415
DRN11,OUT046,291.96753
FDE22,OUT045,1989.2369
FDF04,OUT035,2494.5813
FDE41,OUT017,2766.8167
FDW08,OUT027,627.9574
NCD54,OUT035,2320.5474
FDZ33,OUT018,258.58374
FDO23,OUT035,1793.449
FDN34,OUT035,371.13446
FDL39,OUT013,6466.3564
FDT28,OUT049,545.31946
FDH33,OUT018,3055.8723
FDA34,OUT017,2122.9294
FDZ56,OUT035,2352.069
DRH23,OUT017,2066.8562
NCO18,OUT035,1869.8612
DRG27,OUT018,284.9003
FDM28,OUT010,2624.034
NCY41,OUT010,1458.2836
FDD21,OUT035,644.89465
FDD44,OUT049,1061.078
FDP16,OUT046,355.4457
FDQ37,OUT046,3887.115
NCY05,OUT045,3496.58
NCE07,OUT035,1483.2146
DRI51,OUT035,1452.0675
NCI31,OUT045,2629.7434
FDK60,OUT046,3399.5125
FDY12,OUT046,2830.258
FDO38,OUT049,1443.618
FDP11,OUT035,1802.8519
FDC21,OUT019,2846.5596
NCF54,OUT017,1685.3229
FDC35,OUT027,1110.8827
FDV43,OUT049,694.59686
DRE12,OUT049,3031.5457
DRE27,OUT013,1878.462
DRC36,OUT027,1494.7303
FDZ38,OUT027,2908.3938
NCW42,OUT017,510.9364
NCZ18,OUT045,1197.7404
FDL13,OUT019,3819.7615
NCN18,OUT018,4632.9097
FDI41,OUT017,1311.9559
FDV22,OUT013,852.00903
NCB43,OUT027,1848.7777
FDQ46,OUT035,2375.532
FDC44,OUT049,2146.2363
FDB22,OUT035,3198.8118
FDV23,OUT045,1320.73
FDK10,OUT027,1501.723
FDF05,OUT045,2911.4236
FDL33,OUT046,2662.7683
FDD20,OUT027,1377.3795
NCM54,OUT027,2919.3962
FDW48,OUT017,1232.7421
DRF36,OUT018,224.50198
NCM06,OUT045,585.03735
NCA54,OUT010,750.6636
FDT46,OUT045,1394.2244
FDH20,OUT035,4238.99
FDT38,OUT045,3059.7458
NCI17,OUT045,1244.157
FDO40,OUT017,3726.5864
FDP12,OUT046,1441.8345
FDI44,OUT027,1731.184
FDB21,OUT027,1343.8701
FDG16,OUT013,646.5631
NCZ42,OUT017,4361.9507
NCJ30,OUT017,2377.2014
FDV49,OUT046,5014.617
NCO43,OUT045,127.73301
NCF18,OUT010,3033.6814
NCX41,OUT010,3397.7256
FDY11,OUT013,1840.3789
FDU46,OUT049,2790.2263
NCI18,OUT049,2785.0806
FDL38,OUT035,2562.1228
FDY60,OUT017,247.28514
FDF53,OUT049,1456.4233
NCM05,OUT027,1457.8966
FDR13,OUT018,469.72498
FDA49,OUT019,831.04004
FDY52,OUT019,817.5351
FDL02,OUT019,222.35938
FDO24,OUT013,1710.3058
FDM08,OUT035,1383.6476
FDJ02,OUT019,48.65265
FDW40,OUT018,1871.1255
FDT46,OUT027,1275.7432
FDY08,OUT017,4130.082
FDM21,OUT027,3100.9255
FDH26,OUT027,2288.241
NCM42,OUT049,2479.888
FDW13,OUT035,2900.299
FDN04,OUT027,2130.1833
NCD07,OUT046,1076.6523
FDB34,OUT010,1382.3486
FDD09,OUT013,2484.0532
DRH59,OUT049,1422.3763
DRN36,OUT035,3053.4087
DRA24,OUT017,2069.9678
FDY36,OUT027,2696.2932
FDG34,OUT013,1524.591
FDK43,OUT017,1403.9457
NCM06,OUT017,500.2423
FDK22,OUT018,385.7257
FDF21,OUT027,3289.193
FDO33,OUT018,1454.9176
NCO43,OUT017,4336.2
FDX15,OUT035,554.9237
FDS10,OUT046,3084.9944
FDD46,OUT019,4670.467
FDV22,OUT018,2977.6245
NCR29,OUT018,511.74066
FDU34,OUT017,1589.4564
FDZ35,OUT018,2014.9562
FDA26,OUT035,215.9059
FDP38,OUT017,1579.4686
FDT22,OUT035,1578.9652
FDA50,OUT017,221.23787
FDY10,OUT046,4779.634
FDC09,OUT045,2403.2913
FDT19,OUT018,3215.4646
FDO34,OUT027,1750.0468
NCV54,OUT049,615.3584
FDH57,OUT027,2896.3752
FDA28,OUT046,2960.0984
FDB05,OUT046,2700.5488
FDK45,OUT019,3628.284
DRH01,OUT019,1362.3956
FDY52,OUT046,1331.052
FDR48,OUT035,1151.6559
FDY15,OUT035,208.82823
FDM51,OUT049,4161.96
FDR43,OUT046,1224.9828
FDW09,OUT013,173.37486
FDV44,OUT049,2054.2043
DRH37,OUT019,2931.7048
FDZ47,OUT049,292.28604
NCP43,OUT046,248.72987
FDL26,OUT018,1801.6638
DRM35,OUT017,2525.952
FDM39,OUT018,2212.8704
DRD15,OUT045,2846.433
NCK06,OUT010,2778.0476
FDV04,OUT045,1159.7206
FDG46,OUT027,2243.7263
FDO19,OUT049,4451.829
NCN05,OUT049,4009.8777
DRA12,OUT045,1302.4363
FDJ02,OUT049,3163.4272
NCK17,OUT045,1837.3962
FDO58,OUT013,56.52413
FDB22,OUT049,2362.4475
FDG33,OUT045,4050.5198
FDK58,OUT045,2648.303
DRH49,OUT019,1903.8739
FDT43,OUT046,1119.8748
NCR38,OUT049,1713.1157
DRI39,OUT035,3300.5212
NCZ05,OUT035,2346.2854
FDU21,OUT013,941.7781
NCP54,OUT049,1269.2723
NCX29,OUT045,1932.8254
FDV01,OUT017,2371.3955
NCS17,OUT017,1964.3308
NCN07,OUT013,534.52124
FDB14,OUT035,1763.0139
NCJ18,OUT035,3501.1355
FDF57,OUT046,2275.4817
DRG01,OUT013,738.7368
FDA02,OUT018,2253.772
DRJ37,OUT017,4568.367
NCP55,OUT013,2086.1582
FDW45,OUT027,684.10876
FDK38,OUT045,1023.7451
NCZ30,OUT010,3783.5466
FDK08,OUT019,364.89142
DRY23,OUT035,3401.39
FDT31,OUT046,721.5763
FDU52,OUT018,2891.5632
NCG19,OUT013,1877.6915
NCR30,OUT045,3286.386
FDN23,OUT045,2723.3538
FDQ01,OUT045,2126.0857
FDO22,OUT010,1253.854
DRE13,OUT045,2927.435
FDL44,OUT035,1567.1736
FDT34,OUT035,1445.8226
DRM23,OUT035,1149.2224
FDF32,OUT045,979.9895
NCE18,OUT045,573.52405
FDA51,OUT027,4539.4595
DRZ24,OUT017,2329.4336
FDT48,OUT049,3298.4104
DRG11,OUT046,1739.2999
FDE58,OUT049,348.02768
DRA12,OUT013,507.34857
FDP60,OUT017,1398.7997
FDT10,OUT045,1116.4398
FDE05,OUT013,4468.816
FDC32,OUT045,728.2276
FDJ22,OUT017,97.010185
NCH18,OUT018,2193.9966
DRE37,OUT019,2130.0408
DRC13,OUT035,156.63438
FDG47,OUT046,1407.2402
FDY55,OUT018,2604.5432
NCW29,OUT027,2400.66
NCT05,OUT045,1400.504
FDN50,OUT049,1653.388
FDU60,OUT010,329.8894
FDX02,OUT013,2714.9294
FDL34,OUT049,4157.431
DRF27,OUT017,284.8797
FDZ35,OUT049,385.89923
DRF03,OUT027,1297.0873
NCO41,OUT027,3817.343
FDQ59,OUT045,2922.9167
NCZ53,OUT018,1736.92
FDZ33,OUT019,80.71206
FDD34,OUT045,493.81647
NCM06,OUT049,2337.1924
FDY43,OUT018,1506.6235
DRM23,OUT010,1550.8723
FDT20,OUT049,2151.3313
FDG46,OUT013,3943.4578
FDH10,OUT017,315.78644
FDF24,OUT035,2223.3005
FDG57,OUT046,2836.44
FDN44,OUT017,355.49567
FDD32,OUT013,2903.5757
FDI04,OUT019,4084.1145
FDA56,OUT046,842.99976
DRG51,OUT017,4170.59
FDZ04,OUT017,231.91008
FDT13,OUT035,2462.3723
FDY56,OUT027,92.54595
FDB51,OUT017,1462.7863
NCY29,OUT013,1419.1506
FDL34,OUT045,1525.5321
NCQ38,OUT049,6769.994
NCR41,OUT027,2318.8625
FDY24,OUT010,1888.2067
NCA42,OUT045,1103.3461
FDB11,OUT049,2512.3755
FDG26,OUT035,2265.626
FDH24,OUT035,166.7651
FDX44,OUT013,551.55994
FDT52,OUT017,397.50464
FDT04,OUT017,1993.5192
FDO58,OUT046,2682.2097
FDR60,OUT046,6820.8057
NCL54,OUT045,4847.2554
FDW50,OUT013,1470.9684
FDK43,OUT019,83.06061
FDQ32,OUT018,2789.8093
FDE29,OUT046,2616.3855
NCN07,OUT045,1276.8358
FDB37,OUT013,1688.3654
FDD21,OUT049,2486.1997
FDX16,OUT013,1470.712
FDN46,OUT049,356.47055
FDV28,OUT010,2455.6675
FDR48,OUT027,2428.218
FDW37,OUT027,6212.6533
FDV40,OUT035,1166.9207
FDZ57,OUT018,287.1001
FDY46,OUT049,183.6767
FDX45,OUT049,3792.956
FDB33,OUT035,3040.7695
FDT58,OUT010,1899.0077
FDM39,OUT049,3010.133
NCY41,OUT045,4909.6733
NCL31,OUT046,3046.0967
NCJ31,OUT046,663.6385
FDO23,OUT019,1493.1061
FDN56,OUT035,495.76447
FDF04,OUT013,3922.806
FDJ44,OUT013,1202.3367
FDS50,OUT045,2323.2402
NCQ41,OUT027,1419.2285
FDA49,OUT046,1356.3615
NCZ06,OUT017,2333.1165
NCM43,OUT018,2994.3708
FDH19,OUT013,1671.5886
FDS15,OUT049,3126.4463
FDO50,OUT018,1016.40857
FDJ20,OUT018,2573.471
NCI31,OUT010,3626.7412
FDU20,OUT027,516.7974
DRK13,OUT046,3414.0261
DRJ24,OUT045,2131.5344
FDI20,OUT045,2640.6052
FDF10,OUT045,515.61237
FDQ45,OUT046,2533.1091
FDQ10,OUT035,1577.9259
FDM36,OUT035,712.9761
FDN12,OUT018,2044.9585
FDD50,OUT013,723.5205
FDG17,OUT049,404.48907
FDY58,OUT049,700.16364
NCK29,OUT019,2999.5994
FDM32,OUT010,329.95352
FDL46,OUT046,2773.8748
FDC51,OUT049,822.71313
FDF16,OUT049,936.681
NCV54,OUT013,2553.1929
FDE35,OUT045,4315.9883
FDA23,OUT035,731.7452
FDI46,OUT045,2577.5903
FDZ21,OUT013,4120.895
DRK13,OUT017,2896.6675
FDX36,OUT017,3980.5164
FDY22,OUT018,1740.643
FDR32,OUT027,596.161
DRF25,OUT046,65.78028
FDK20,OUT046,5162.8877
DRI11,OUT019,4433.452
FDH05,OUT045,1067.2352
FDA46,OUT045,4444.4756
DRD24,OUT046,5653.819
FDL39,OUT017,4475.773
FDD52,OUT018,1686.9558
FDR55,OUT017,344.37888
DRI13,OUT017,1705.7454
FDG31,OUT027,3321.908
FDP04,OUT045,1635.3865
FDH35,OUT013,5400.09
NCB42,OUT035,4240.7676
FDQ14,OUT049,2183.266
FDI19,OUT027,1469.076
FDJ55,OUT010,764.97614
DRN59,OUT049,2304.4543
NCR06,OUT013,4018.847
NCF42,OUT013,6508.3623
FDG24,OUT018,1988.2025
FDB58,OUT018,628.6284
FDQ56,OUT027,653.38696
NCV41,OUT046,2019.9504
FDW19,OUT017,1349.5563
FDO56,OUT010,212.92526
FDI41,OUT045,375.78564
FDN10,OUT018,2580.2026
FDY20,OUT018,372.8659
DRM37,OUT027,2383.0488
FDV34,OUT045,3011.8608
NCX18,OUT035,2954.7156
FDY10,OUT045,3755.7122
NCZ17,OUT027,2670.2266
FDT12,OUT013,3145.2092
FDD57,OUT046,635.7749
FDK45,OUT045,2330.284
FDJ57,OUT045,358.6933
NCI31,OUT049,1270.0387
FDZ48,OUT049,2625.91
FDI16,OUT046,3101.1638
FDZ31,OUT049,1751.4633
DRG15,OUT045,695.2108
FDX36,OUT045,2328.3386
FDD40,OUT046,1769.9022
FDA04,OUT027,2674.4631
FDL21,OUT013,318.0965
FDS21,OUT013,2920.073
DRF23,OUT017,2469.198
FDM46,OUT035,1811.1722
DRG49,OUT027,2264.2993
FDG26,OUT045,890.57983
FDR51,OUT027,1283.1332
FDV39,OUT035,3239.0454
FDC39,OUT017,1264.5958
FDP45,OUT017,2954.3508
FDC56,OUT046,3160.4146
FDK38,OUT017,1179.1831
NCJ29,OUT013,1923.872
NCF19,OUT019,123.59451
FDG59,OUT035,873.2808
FDE59,OUT017,2858.1614
FDB04,OUT017,3112.1567
NCK05,OUT013,2421.0132
FDR03,OUT017,336.54044
FDQ03,OUT019,534.52936
FDC59,OUT017,566.66833
DRB13,OUT017,939.1771
NCE54,OUT017,1251.5243
FDC10,OUT035,3444.3303
FDR46,OUT019,366.75223
FDA10,OUT035,953.9603
FDP23,OUT027,2689.269
FDJ41,OUT013,2747.3103
FDL46,OUT013,319.49454
FDX33,OUT035,1478.1193
NCL29,OUT049,2041.0548
FDE16,OUT019,3345.9226
FDM57,OUT046,1477.9508
FDZ36,OUT013,313.56738
NCW42,OUT010,545.5936
NCI54,OUT019,1886.1476
DRK01,OUT018,1238.1676
FDX10,OUT045,3375.8184
FDO46,OUT018,361.3385
FDD16,OUT010,3835.397
FDZ20,OUT027,714.7079
NCI18,OUT017,5627.282
DRI25,OUT046,671.76807
FDY44,OUT045,243.90004
FDW38,OUT019,597.692
FDY33,OUT027,291.67017
DRH51,OUT035,3078.7354
FDT32,OUT017,2640.339
FDI50,OUT049,2785.2246
FDB60,OUT013,2593.1655
FDP09,OUT035,567.0072
FDA20,OUT013,574.48083
NCX05,OUT019,2866.87
DRF37,OUT045,3522.7668
FDJ26,OUT046,3321.028
FDZ25,OUT046,1886.7367
FDZ58,OUT035,695.5869
FDZ50,OUT027,3802.822
NCG18,OUT010,2991.0383
FDZ56,OUT045,1952.8241
FDH50,OUT013,2230.2258
DRO35,OUT045,1787.0507
DRH51,OUT027,621.3687
FDS19,OUT049,2884.4092
NCM06,OUT018,2822.3596
FDP52,OUT017,1566.672
FDK02,OUT010,362.8764
FDG59,OUT046,3794.5173
FDN20,OUT027,2653.4514
FDO57,OUT018,3075.3538
NCJ30,OUT035,2362.9043
FDQ31,OUT010,4601.017
FDC05,OUT049,294.6559
FDM08,OUT013,1681.941
NCA41,OUT035,932.7535
FDK15,OUT027,1846.2214
FDX56,OUT049,874.17334
FDT21,OUT046,1650.2975
FDQ46,OUT046,2468.0876
FDS01,OUT019,2255.9158
FDW34,OUT019,3504.5867
FDX07,OUT035,1810.6244
FDN13,OUT046,2821.6938
NCP02,OUT018,2783.3794
FDT48,OUT017,532.79895
FDZ49,OUT035,3311.5583
NCJ17,OUT010,2805.0173
FDB17,OUT017,402.58838
FDP48,OUT018,546.9243
FDI53,OUT049,2156.4543
FDW02,OUT013,2384.1633
FDL20,OUT019,732.5294
FDV32,OUT018,3121.2222
FDG38,OUT017,2358.9966
NCB31,OUT027,3140.82
FDF52,OUT017,4245.839
FDB15,OUT049,3114.8855
FDO48,OUT018,2922.5715
NCR53,OUT018,3724.6038
FDF56,OUT013,1545.5509
FDL57,OUT018,1863.5319
NCC31,OUT013,2314.4597
FDE33,OUT049,2489.1611
FDV52,OUT017,6445.0137
FDR46,OUT027,2395.8726
DRE12,OUT046,1874.4896
FDD57,OUT010,1413.8885
NCS41,OUT049,1518.3689
NCY41,OUT017,1540.0145
FDV22,OUT017,4838.905
FDF12,OUT045,249.78526
FDM13,OUT013,3565.3499
FDQ56,OUT046,3783.9573
FDW55,OUT027,1971.9406
NCT29,OUT027,6746.811
NCX42,OUT017,1932.3439
FDR24,OUT017,2611.4934
NCS42,OUT017,693.37585
FDL40,OUT018,467.79083
FDD47,OUT046,3753.6418
DRE03,OUT046,1657.6198
NCM18,OUT027,1476.0065
FDF52,OUT045,3538.7437
NCG43,OUT045,1538.9489
FDE20,OUT046,2772.536
FDI33,OUT017,229.60202
NCT06,OUT013,2041.9493
FDY24,OUT035,233.93657
FDZ33,OUT017,1262.4863
FDJ55,OUT018,393.29303
FDE45,OUT019,2486.745
FDD44,OUT018,222.29588
FDD10,OUT018,520.99426
FDA39,OUT018,2312.2046
FDB36,OUT013,2852.907
FDK52,OUT010,2571.2715
FDJ36,OUT049,3224.6262
NCB55,OUT018,2431.1921
NCK18,OUT010,1256.6027
FDX27,OUT049,1485.0643
FDB08,OUT046,95.72482
FDX43,OUT046,748.7584
FDA20,OUT018,4261.359
FDC04,OUT019,1478.901
FDG17,OUT017,2996.3828
FDU58,OUT010,218.98924
FDP24,OUT027,283.44113
NCT29,OUT045,2589.736
FDB08,OUT018,2444.6797
NCB43,OUT045,1856.1317
FDL09,OUT019,1663.1293
DRK49,OUT046,1864.8934
FDR37,OUT013,1255.0455
FDG56,OUT035,217.97179
FDE34,OUT049,3702.778
FDE16,OUT027,2636.826
FDT58,OUT035,1660.806
FDR03,OUT035,331.21832
NCL30,OUT049,3676.2861
FDT22,OUT027,2771.435
FDP45,OUT049,748.3046
FDS15,OUT013,1114.647
FDF16,OUT027,313.87195
FDL13,OUT045,3432.369
NCV30,OUT018,298.90802
FDG33,OUT019,1473.0948
FDO10,OUT046,1787.8933
FDQ03,OUT013,745.47833
NCC55,OUT018,1140.1482
FDD52,OUT027,247.092
FDI16,OUT018,2431.8
FDB44,OUT046,103.0427
FDA25,OUT046,3990.6943
FDV33,OUT046,2179.9294
FDX47,OUT049,4337.917
FDO50,OUT017,2770.0623
FDV57,OUT013,2203.5806
FDB02,OUT035,2300.3215
FDD16,OUT019,308.8576
FDX02,OUT046,1091.914
FDP11,OUT010,4776.594
FDH32,OUT027,2001.7311
NCL18,OUT049,2783.431
FDT12,OUT045,2710.987
FDD50,OUT027,4865.0566
NCU05,OUT049,4468.5996
FDI56,OUT018,2847.3003
DRL11,OUT049,2858.9336
FDQ08,OUT045,4031.0095
FDW20,OUT027,1784.7488
FDW46,OUT045,1703.4756
FDO09,OUT049,3393.112
DRJ49,OUT018,1022.90466
FDP26,OUT013,2805.4954
FDO19,OUT035,1344.9069
NCG43,OUT010,441.116
FDG02,OUT046,1669.8448
FDO32,OUT035,4088.9155
FDR34,OUT046,2841.7744
FDU59,OUT046,1752.6987
FDN31,OUT045,4117.579
FDT55,OUT027,1187.9183
FDE08,OUT018,4519.705
FDK52,OUT013,4334.4883
FDW11,OUT013,1242.8109
FDC03,OUT049,2509.3333
FDR43,OUT018,3822.2717
FDL14,OUT010,786.1721
FDP39,OUT045,4151.909
FDG29,OUT027,3241.8254
DRH15,OUT046,3941.8787
FDT11,OUT035,2663.7537
FDU48,OUT035,4183.5713
FDY12,OUT013,2631.8442
FDS44,OUT017,4173.3086
NCP06,OUT018,1317.2968
DRH23,OUT013,1350.0834
FDA16,OUT027,1786.3099
FDT45,OUT018,3980.2063
FDE56,OUT017,1578.4786
FDA40,OUT017,1319.9855
FDA39,OUT046,373.73657
NCB19,OUT035,2921.093
FDZ34,OUT013,1055.0875
FDV22,OUT045,2970.416
FDO40,OUT049,1285.5492
FDD21,OUT013,2291.144
FDO36,OUT013,541.40686
FDV34,OUT049,3573.0183
NCY18,OUT045,403.63095
NCM54,OUT018,2420.7068
FDB59,OUT049,2059.122
FDS45,OUT010,4288.4883
FDV24,OUT049,2736.5852
FDD46,OUT010,2910.5417
FDQ39,OUT018,2748.9934
FDD52,OUT046,2781.4841
FDL39,OUT018,1268.6013
FDV02,OUT018,1250.6425
FDE11,OUT046,1995.3025
NCU54,OUT049,3070.512
FDR43,OUT010,1903.6613
FDD51,OUT013,540.95996
FDO60,OUT017,2097.6511
NCS06,OUT013,103.49177
FDX50,OUT045,496.23914
FDQ55,OUT035,4049.5354
FDL52,OUT018,1271.4023
FDK52,OUT045,893.06885
NCO02,OUT017,3099.977
NCO30,OUT035,4095.1038
FDA33,OUT049,1641.6285
FDB12,OUT013,2211.8513
FDT40,OUT013,597.50745
NCO05,OUT017,650.4327
FDR32,OUT049,1553.8876
FDM04,OUT018,610.54865
DRL01,OUT013,1206.8652
FDQ56,OUT018,5496.839
FDH08,OUT046,2908.6973
NCQ06,OUT019,1763.976
FDG16,OUT019,4232.114
FDZ40,OUT027,291.7243
FDY51,OUT035,1600.9377
NCN41,OUT018,2849.7585
NCM17,OUT027,449.96396
FDP39,OUT017,4299.503
FDZ08,OUT035,3281.3157
FDU03,OUT018,3207.8135
FDZ49,OUT046,169.28215
NCX30,OUT019,4271.546
FDV08,OUT045,64.97717
FDB15,OUT013,3913.9973
FDY49,OUT013,2334.6924
FDF24,OUT017,3012.5393
DRK47,OUT045,3234.3757
DRD37,OUT017,323.06775
FDH40,OUT018,1597.4591
FDL12,OUT027,1264.6948
FDW11,OUT027,1288.7133
NCE06,OUT035,2441.7683
FDF32,OUT018,563.6133
DRI47,OUT035,2719.938
DRA12,OUT035,818.9643
FDX45,OUT013,3626.2043
FDR35,OUT013,1310.012
FDK03,OUT010,591.1201
NCJ18,OUT013,1853.2385
FDN48,OUT045,3066.35
FDZ59,OUT019,3232.448
FDB57,OUT027,1976.2832
DRP35,OUT019,2156.9634
FDZ59,OUT013,587.9911
FDU58,OUT018,567.2787
FDL09,OUT035,1525.1388
FDY38,OUT017,2977.2214
FDI46,OUT027,2672.9294
FDL03,OUT017,1630.1467
DRC25,OUT019,579.5044
FDU60,OUT045,2423.3381
FDP25,OUT027,459.6739
FDO57,OUT010,344.77838
FDQ09,OUT049,3140.0286
NCY05,OUT027,582.9341
FDA20,OUT049,6389.3936
FDF16,OUT010,346.7904
NCG07,OUT013,724.1564
FDR46,OUT018,486.573
FDP22,OUT049,593.5382
FDL45,OUT035,4378.1055
NCF42,OUT018,4342.177
FDD04,OUT049,2723.8694
FDC45,OUT018,1015.3357
FDI40,OUT045,3944.5671
FDQ11,OUT046,1412.1392
DRM48,OUT046,4449.514
FDS12,OUT013,2724.3818
FDR46,OUT017,812.9143
NCO02,OUT045,3020.4402
FDQ52,OUT013,2618.1492
FDY28,OUT017,2366.1633
FDE32,OUT046,2460.758
FDJ58,OUT035,681.2389
FDJ27,OUT045,4155.667
NCM18,OUT049,2883.557
FDA02,OUT045,1432.0656
FDT26,OUT046,57.17186
DRD60,OUT035,3353.7844
NCR18,OUT046,3246.9397
FDO27,OUT046,1280.038
FDP25,OUT019,2967.2434
FDQ51,OUT035,530.30634
NCH07,OUT017,1690.0267
FDP44,OUT045,1915.2253
NCP55,OUT017,1736.2987
FDO09,OUT013,1826.016
FDP38,OUT049,545.7919
FDI48,OUT017,4246.8843
FDS58,OUT045,2229.1887
FDJ55,OUT035,1247.7947
NCF06,OUT049,3934.506
FDF41,OUT045,801.5133
NCL05,OUT019,2844.7903
FDT24,OUT049,741.5815
FDK08,OUT010,2380.1262
FDU55,OUT018,4420.5913
NCY18,OUT017,3059.0635
FDS11,OUT046,372.62756
FDC28,OUT019,2677.1785
FDR59,OUT046,376.8807
DRE15,OUT017,284.8833
FDP19,OUT049,1540.205
DRN47,OUT049,175.66805
FDJ34,OUT018,991.5397
FDX21,OUT018,4435.3457
FDI57,OUT027,2731.994
NCI42,OUT046,2507.9915
FDL03,OUT045,556.86237
FDX37,OUT013,2372.5896
FDW57,OUT018,2502.3762
FDX14,OUT017,3323.992
FDD09,OUT046,376.71655
FDM09,OUT046,3331.4333
NCW54,OUT018,1210.9113
DRL11,OUT027,2304.3337
FDJ58,OUT018,268.63562
FDX21,OUT019,773.6823
FDA20,OUT017,989.6486
FDL34,OUT035,6507.8916
FDL38,OUT027,1254.1095
DRL11,OUT018,661.79236
FDO40,OUT018,2583.7683
