Item_Identifier,Outlet_Identifier,Item_Outlet_Sales
FDD32,OUT027,820.7116
FDI34,OUT013,798.4628
NCM29,OUT049,818.3364
FDG46,OUT018,827.7083
DRC01,OUT010,805.6148
FDB15,OUT027,822.2262
NCA17,OUT027,820.7422
FDF10,OUT046,812.7909
FDR26,OUT027,816.06104
FDI02,OUT049,827.15094
NCM54,OUT010,830.4581
FDF14,OUT013,790.08203
FDJ33,OUT010,824.53613
FDM20,OUT035,803.7982
FDC03,OUT027,813.3563
NCX05,OUT046,808.9571
NCM41,OUT027,818.6684
NCU29,OUT010,815.973
FDQ59,OUT017,815.40155
FDH46,OUT010,818.86676
FDH09,OUT013,799.3206
NCD06,OUT045,809.3729
FDC15,OUT035,803.5335
DRD37,OUT027,812.8004
FDT28,OUT027,826.1036
FDR28,OUT027,815.1461
FDT38,OUT017,810.8228
FDV34,OUT027,820.89246
FDY52,OUT035,792.9602
FDB34,OUT013,800.8824
DRL23,OUT018,817.642
DRB24,OUT046,802.8689
FDJ50,OUT046,799.9337
FDQ49,OUT035,802.10315
FDP20,OUT035,806.33435
FDV19,OUT027,822.6111
NCR54,OUT045,822.2414
FDO09,OUT010,838.6843
FDS57,OUT018,840.49176
FDN10,OUT049,822.96564
FDV23,OUT049,820.0138
FDY28,OUT049,818.1189
DRG51,OUT013,785.62305
FDD45,OUT019,808.0952
NCL18,OUT027,835.7644
NCM29,OUT013,790.7738
FDF17,OUT027,828.1721
FDE22,OUT017,819.8586
FDQ22,OUT017,822.97797
FDS01,OUT013,794.90106
FDW35,OUT027,819.5266
FDJ33,OUT046,807.98
NCF54,OUT035,809.01227
FDE09,OUT013,794.7339
NCE06,OUT045,810.6913
DRH49,OUT049,813.93805
FDY43,OUT045,810.6567
NCT05,OUT017,817.9571
FDZ34,OUT045,815.31464
FDL38,OUT017,818.3639
FDZ31,OUT017,824.52057
FDR14,OUT035,796.0615
NCN54,OUT049,820.4255
NCC42,OUT027,820.41565
FDK08,OUT017,811.203
FDP59,OUT013,797.09235
FDV22,OUT035,804.0028
FDD33,OUT035,807.63995
DRE60,OUT027,825.18353
FDK52,OUT046,813.5771
FDA02,OUT017,809.568
FDM56,OUT049,819.7663
FDE57,OUT035,800.44196
FDM32,OUT045,809.48126
NCQ30,OUT027,828.1599
FDQ27,OUT027,823.1429
FDT60,OUT027,823.87634
FDU43,OUT049,826.136
NCO55,OUT035,798.7386
FDG02,OUT045,805.7688
FDJ28,OUT013,799.0343
FDP40,OUT045,796.83105
FDJ38,OUT045,809.3849
NCC54,OUT017,823.94727
NCZ41,OUT046,810.6657
FDK38,OUT019,797.62787
FDU52,OUT013,792.729
FDC40,OUT046,799.8991
NCR30,OUT017,823.54553
NCN18,OUT017,813.2461
FDB50,OUT035,803.9148
FDG04,OUT013,799.319
FDR26,OUT035,802.7128
NCT17,OUT018,825.4341
FDX35,OUT027,822.9448
FDS12,OUT046,808.29065
NCZ29,OUT027,821.7438
FDB38,OUT010,827.7889
FDP12,OUT013,784.7548
FDP22,OUT046,806.5678
FDS26,OUT018,830.1894
FDR52,OUT046,807.0807
DRJ13,OUT046,804.5056
FDU48,OUT027,823.1753
FDE29,OUT035,794.5388
NCT29,OUT049,819.6896
DRK37,OUT018,821.5092
FDK55,OUT046,812.2539
FDR07,OUT046,808.7475
FDO21,OUT027,825.7955
FDK46,OUT049,825.7041
FDB12,OUT045,803.0434
FDT31,OUT027,827.30865
FDJ33,OUT045,811.1056
FDC26,OUT027,822.8604
NCQ02,OUT045,816.18677
FDP08,OUT010,829.8568
FDB11,OUT027,837.5634
FDV55,OUT013,801.7643
FDW20,OUT049,822.2718
NCJ18,OUT019,806.19354
FDC41,OUT018,823.5014
FDE14,OUT027,817.2859
FDG35,OUT013,809.92664
FDF45,OUT035,797.01337
FDS19,OUT027,821.7787
FDS58,OUT019,800.0398
FDA26,OUT017,810.01074
FDM32,OUT049,820.2202
FDL45,OUT046,807.4814
FDZ55,OUT049,813.03973
FDY37,OUT049,826.35736
FDO46,OUT046,808.7595
FDQ60,OUT046,806.8642
FDA19,OUT018,824.37317
FDL15,OUT046,812.90967
FDM10,OUT018,844.9743
NCL05,OUT017,812.6033
DRK49,OUT010,817.6695
NCE18,OUT027,831.6002
FDG40,OUT049,814.1427
DRI59,OUT045,800.10144
FDK28,OUT035,801.0415
NCD06,OUT019,797.28375
FDO11,OUT019,806.4942
FDK27,OUT046,808.43317
FDT43,OUT027,824.282
FDD38,OUT018,829.84534
FDA16,OUT049,822.26154
FDL14,OUT027,818.49176
NCM17,OUT049,813.35144
FDD20,OUT045,804.842
FDA40,OUT045,800.7182
FDL43,OUT045,804.995
FDV15,OUT045,810.05756
FDE52,OUT046,800.67615
NCL17,OUT010,819.76776
NCJ31,OUT045,823.7233
FDR60,OUT045,810.13635
NCA18,OUT035,801.78845
FDS21,OUT027,820.7001
FDW09,OUT035,800.81836
FDL26,OUT035,807.9072
FDS47,OUT018,831.34204
FDC39,OUT046,806.4187
FDT51,OUT035,808.4915
FDK40,OUT035,800.7865
NCG19,OUT045,829.5134
FDZ07,OUT046,798.28766
FDF08,OUT027,822.06573
FDO04,OUT013,794.40063
FDK41,OUT018,823.06744
FDP15,OUT049,834.7461
NCD43,OUT018,823.44885
NCP18,OUT013,797.9184
FDZ51,OUT046,809.4918
DRH13,OUT035,789.0808
FDF38,OUT045,800.993
NCI43,OUT045,814.20135
FDM38,OUT027,820.1224
FDS03,OUT013,798.0965
DRJ47,OUT017,818.92993
FDT50,OUT010,807.7674
FDV02,OUT046,806.33203
NCG18,OUT017,818.1819
FDW52,OUT046,805.0727
FDS40,OUT035,795.8561
FDN31,OUT017,818.5977
FDA37,OUT045,804.777
FDA15,OUT046,806.64014
FDL39,OUT046,804.9872
FDJ53,OUT045,803.1587
FDX22,OUT013,792.40454
NCZ42,OUT045,817.4806
FDD56,OUT027,825.88104
FDD40,OUT017,815.616
FDS50,OUT013,793.389
NCN14,OUT013,793.62933
FDT15,OUT013,802.5429
NCS18,OUT027,828.1674
NCO26,OUT010,823.3876
FDF58,OUT018,830.04065
NCB19,OUT013,791.1165
FDH26,OUT017,827.7799
DRB24,OUT027,816.6559
FDA49,OUT018,832.2159
FDB32,OUT045,810.02954
FDI36,OUT017,815.96423
NCA17,OUT010,824.2112
FDH22,OUT013,798.47943
NCM26,OUT018,822.4755
FDT15,OUT027,825.07587
FDB16,OUT018,813.8509
NCP54,OUT027,828.45215
FDJ36,OUT013,793.4729
FDO28,OUT045,798.5827
FDU09,OUT013,785.4783
FDF29,OUT017,814.1813
FDY08,OUT013,798.9748
DRJ59,OUT018,807.8913
FDT23,OUT027,821.4099
FDU15,OUT018,826.031
FDT47,OUT013,787.1518
FDI53,OUT019,792.74615
FDR59,OUT018,834.9161
FDD53,OUT035,796.5858
FDY51,OUT017,830.85455
FDT04,OUT049,817.37585
FDU51,OUT049,836.4093
FDG14,OUT035,805.9305
NCU06,OUT045,824.8559
DRG25,OUT046,803.71375
DRH49,OUT035,794.7211
FDN15,OUT035,812.0192
FDL43,OUT018,825.22076
NCT18,OUT049,825.5587
NCB31,OUT013,802.3803
FDK57,OUT035,803.14
FDY04,OUT019,795.86584
NCP54,OUT046,803.675
FDF41,OUT013,804.638
FDM01,OUT045,800.4967
FDW03,OUT045,803.65076
FDF28,OUT045,803.76337
FDY37,OUT017,825.39557
FDQ03,OUT017,832.3372
FDP51,OUT027,828.473
FDJ40,OUT017,812.8687
FDC32,OUT049,822.05273
DRI49,OUT027,822.4712
NCW54,OUT017,806.8356
FDF09,OUT017,808.11304
FDP45,OUT018,839.3926
DRJ23,OUT018,822.4104
FDS59,OUT017,822.4205
FDY08,OUT046,802.4121
FDX16,OUT049,823.9432
FDY16,OUT018,828.04755
FDK32,OUT035,798.4917
FDQ22,OUT013,799.48987
NCC31,OUT018,827.3732
FDG58,OUT049,821.2945
DRF48,OUT013,788.0983
DRH36,OUT049,812.35834
NCR30,OUT035,803.8332
FDB03,OUT019,803.8564
FDZ28,OUT027,815.1506
FDR35,OUT017,827.5007
DRD15,OUT027,817.27747
FDJ33,OUT019,805.289
FDA56,OUT010,818.1472
FDP56,OUT046,797.65094
NCT30,OUT046,795.5476
FDK15,OUT017,825.51404
FDH44,OUT018,827.82745
FDV01,OUT013,802.46643
DRG03,OUT017,811.7116
FDG50,OUT027,816.8192
FDR16,OUT010,821.7572
FDZ60,OUT046,813.17773
DRG03,OUT045,804.48474
FDS56,OUT018,828.5509
FDU33,OUT045,806.01416
DRD27,OUT035,797.9837
FDW22,OUT046,809.13007
DRA24,OUT045,803.13904
FDF38,OUT049,817.88
FDX48,OUT013,794.65344
FDS58,OUT018,830.4818
FDC32,OUT046,807.8587
NCQ29,OUT045,817.2783
DRK39,OUT018,813.2977
NCS38,OUT017,812.20715
DRO47,OUT013,782.12616
DRG27,OUT027,814.85236
FDC57,OUT027,824.31116
FDS55,OUT046,800.83997
NCJ06,OUT018,831.7542
FDO01,OUT019,790.35034
NCM55,OUT045,814.45825
FDC52,OUT049,814.32056
FDQ15,OUT045,814.51495
NCT30,OUT027,827.5075
NCR42,OUT027,825.5323
FDD28,OUT035,794.5241
FDQ34,OUT049,825.07935
FDZ12,OUT027,825.7459
DRE13,OUT019,798.0138
NCN07,OUT019,803.2688
FDM28,OUT035,800.37427
FDI10,OUT017,819.5427
FDQ25,OUT013,792.20886
FDA38,OUT010,816.8622
DRI13,OUT049,817.5593
FDY20,OUT027,822.90643
NCZ53,OUT035,805.17285
NCM31,OUT013,787.63385
DRB01,OUT017,806.3396
DRF37,OUT046,811.29877
NCF42,OUT049,828.79144
FDF16,OUT018,820.3455
FDB41,OUT013,793.4926
FDR34,OUT013,802.0469
FDR15,OUT018,830.55664
NCV42,OUT019,795.33105
FDW51,OUT035,810.05457
FDU36,OUT017,807.0365
FDX60,OUT049,817.82697
FDY03,OUT035,814.45886
FDW55,OUT045,809.71545
FDT01,OUT010,838.2209
FDG58,OUT013,793.83514
FDK21,OUT017,821.8503
NCS41,OUT019,796.5812
FDS10,OUT045,827.0641
NCT53,OUT046,805.7171
FDJ28,OUT018,823.88074
FDX44,OUT045,799.76776
FDT20,OUT018,820.86847
FDO44,OUT017,817.7579
NCX17,OUT049,831.69244
FDY01,OUT017,824.8997
FDJ12,OUT027,818.3834
DRK35,OUT018,806.5996
FDD47,OUT019,831.33075
NCM53,OUT035,804.11487
FDO45,OUT013,790.47797
NCM42,OUT010,819.75885
FDE04,OUT046,806.8015
NCI30,OUT027,833.3183
FDZ19,OUT013,797.48645
FDW57,OUT013,794.0599
FDA25,OUT013,793.9325
FDT22,OUT046,804.85925
FDP51,OUT013,802.6322
FDD48,OUT027,821.57245
FDY39,OUT035,807.6667
FDO48,OUT010,823.1661
FDD23,OUT027,832.1164
DRN35,OUT027,808.739
FDT01,OUT035,816.843
FDC20,OUT010,818.18274
DRJ35,OUT035,790.48376
FDB32,OUT046,806.2167
FDL24,OUT046,805.90063
NCV42,OUT035,798.3862
FDZ46,OUT046,805.35455
FDC15,OUT013,793.6666
FDD08,OUT019,797.6744
FDY50,OUT049,815.3023
FDD36,OUT013,794.5683
FDG57,OUT027,826.88605
FDL21,OUT018,826.5661
FDN16,OUT027,814.9802
FDJ09,OUT027,830.0697
FDS01,OUT010,824.9773
FDV33,OUT017,824.3041
DRE12,OUT017,799.5832
FDR07,OUT013,803.37775
FDP48,OUT010,819.03265
NCB55,OUT035,802.1379
FDQ08,OUT013,793.16864
FDR34,OUT035,808.7424
FDO33,OUT046,807.44226
FDP13,OUT045,800.787
FDX12,OUT049,821.5502
NCT06,OUT049,825.2474
FDR16,OUT019,794.9939
FDE36,OUT046,805.9691
FDZ36,OUT049,817.7327
FDV13,OUT045,810.93866
NCZ17,OUT035,797.46265
FDU56,OUT045,811.37115
FDM09,OUT035,806.2009
FDV02,OUT017,815.00854
FDS34,OUT018,835.9571
FDA11,OUT049,813.24884
FDP09,OUT017,833.661
FDB29,OUT027,814.83594
FDT19,OUT017,812.7136
DRH15,OUT017,800.30664
FDY38,OUT046,809.0975
FDF14,OUT027,820.2211
FDN48,OUT010,822.1223
FDQ12,OUT013,800.1847
NCJ43,OUT045,810.71814
FDE17,OUT019,796.1769
FDB05,OUT035,800.88666
FDH10,OUT045,829.6073
NCR06,OUT017,810.4689
FDU32,OUT018,823.38086
FDD56,OUT049,822.7272
FDO36,OUT018,833.2524
FDH16,OUT010,820.034
FDX10,OUT018,825.3272
FDZ37,OUT017,813.2797
FDU31,OUT010,820.8304
DRC49,OUT049,813.26544
FDL15,OUT045,816.1775
FDN32,OUT019,797.2171
DRH59,OUT027,808.2339
NCU29,OUT049,818.6523
FDR37,OUT019,787.4741
FDS14,OUT018,817.2914
FDU02,OUT027,819.98956
FDJ08,OUT035,805.0506
NCZ06,OUT045,828.5327
FDO31,OUT049,809.5922
FDH31,OUT018,828.6453
FDS58,OUT017,818.01794
NCA53,OUT027,816.584
FDF50,OUT046,805.0969
NCW42,OUT049,830.4835
NCQ17,OUT045,808.05164
FDK51,OUT018,826.2351
NCW41,OUT010,820.81476
NCR29,OUT017,805.0516
FDB08,OUT019,800.2909
FDA40,OUT027,816.27545
FDL14,OUT018,828.8197
FDB47,OUT046,810.2032
FDO03,OUT035,810.00696
DRK13,OUT019,808.8694
FDX13,OUT010,827.4857
FDF52,OUT046,808.32605
FDT11,OUT013,792.7581
FDB08,OUT013,793.83466
FDQ28,OUT018,821.1279
FDD29,OUT045,811.012
NCQ29,OUT027,826.48083
NCO02,OUT013,789.4811
FDR56,OUT010,826.96423
NCM54,OUT049,822.7185
FDP51,OUT035,812.1317
FDT38,OUT013,788.40857
FDZ20,OUT018,834.49133
FDJ53,OUT013,793.4228
FDX13,OUT049,820.2774
FDP58,OUT035,810.035
NCK31,OUT019,801.3068
FDA35,OUT018,826.3198
FDV37,OUT018,836.3341
NCO07,OUT027,817.8773
FDA20,OUT045,802.6764
FDZ59,OUT035,802.15125
NCY17,OUT017,814.90015
FDQ28,OUT035,800.1125
FDV35,OUT017,834.5819
FDQ36,OUT013,787.0137
FDD34,OUT018,833.6501
FDK51,OUT045,814.4019
FDV31,OUT035,803.51733
FDR04,OUT035,794.1797
FDR14,OUT049,816.6518
DRC36,OUT010,816.82623
FDE39,OUT019,793.7651
FDP57,OUT049,827.7692
FDE57,OUT046,800.5071
NCN18,OUT046,801.0645
NCQ05,OUT018,822.8965
FDW47,OUT035,806.74023
FDV46,OUT035,806.30566
NCP29,OUT045,796.9515
FDE09,OUT018,822.6308
NCU06,OUT027,833.4925
FDT19,OUT010,825.4758
DRF15,OUT017,814.5159
DRI51,OUT013,790.90515
NCX54,OUT013,793.5162
DRE01,OUT013,797.5391
NCB07,OUT045,824.56995
FDU50,OUT035,802.34045
FDG40,OUT035,795.2274
FDW10,OUT018,844.1783
FDX51,OUT013,801.15155
NCP17,OUT045,805.42096
FDP21,OUT035,803.44165
FDL04,OUT045,811.62103
FDV23,OUT013,800.1358
FDF24,OUT046,803.94586
FDH56,OUT027,822.6057
FDB51,OUT049,814.2255
FDI58,OUT027,824.2209
FDR20,OUT013,795.9865
FDC51,OUT018,815.6001
FDB16,OUT027,814.3897
FDE40,OUT049,813.80975
NCM17,OUT035,797.10034
FDU56,OUT035,804.98975
FDS32,OUT019,796.50037
FDX02,OUT049,825.7506
FDT39,OUT027,823.2552
FDE35,OUT017,819.53845
NCI42,OUT019,797.8617
DRL23,OUT046,806.38104
FDA10,OUT046,812.7971
FDA11,OUT013,790.2196
NCM06,OUT046,801.87994
NCT05,OUT035,809.1536
NCQ02,OUT010,828.6296
NCY06,OUT049,821.7478
FDY56,OUT035,805.28723
FDL02,OUT035,812.3764
NCI06,OUT035,806.4685
FDQ14,OUT045,800.84283
FDQ12,OUT017,820.58374
FDP36,OUT046,805.08453
FDK21,OUT027,836.15894
FDO40,OUT045,810.30914
NCK54,OUT019,793.0866
FDY09,OUT018,839.01276
NCW30,OUT049,822.09235
NCC55,OUT027,824.3455
FDE58,OUT018,838.23004
FDR39,OUT013,809.48914
FDU28,OUT049,821.35706
FDH08,OUT017,815.24396
FDG35,OUT045,820.1324
FDG22,OUT049,818.40704
FDC34,OUT035,811.616
FDP15,OUT018,835.82367
FDK34,OUT010,837.3699
FDU45,OUT035,803.55725
FDQ04,OUT027,818.93097
FDX22,OUT018,832.3476
FDB45,OUT017,823.0793
NCH43,OUT027,832.92084
DRE60,OUT046,808.61444
FDD17,OUT027,829.0753
NCM54,OUT017,822.5439
NCH55,OUT013,801.2362
NCT06,OUT017,823.43164
FDA48,OUT027,828.98267
FDY58,OUT027,836.8531
FDO25,OUT045,809.45764
FDN50,OUT045,811.018
FDH35,OUT035,818.0632
FDK09,OUT045,827.0222
FDO16,OUT013,785.50287
FDW11,OUT045,812.0975
FDU47,OUT027,818.60443
NCQ42,OUT010,832.0846
FDK55,OUT027,826.87384
FDN08,OUT049,813.0167
FDT57,OUT045,825.2415
FDJ12,OUT018,827.56195
DRL59,OUT017,809.5323
NCN53,OUT046,799.4541
FDO51,OUT010,814.45087
FDK56,OUT017,819.11
FDY12,OUT035,797.3367
FDU15,OUT035,811.1325
FDQ19,OUT046,800.1964
DRF15,OUT045,807.5374
DRE25,OUT019,802.44824
FDK57,OUT018,835.01154
FDD33,OUT010,833.02094
FDR34,OUT027,826.23126
FDU04,OUT045,798.99524
FDE35,OUT019,818.57715
NCD31,OUT035,805.20886
FDJ56,OUT035,803.88434
NCU53,OUT046,805.55206
FDD39,OUT035,803.48
NCU17,OUT019,798.7495
FDJ20,OUT046,802.2782
NCW41,OUT018,826.94806
FDL52,OUT035,792.5326
FDS39,OUT035,806.6724
DRJ47,OUT045,807.6296
FDP13,OUT010,822.16
DRK39,OUT010,809.46954
FDF28,OUT010,818.70154
FDB09,OUT045,808.3763
FDM51,OUT046,810.51587
DRM49,OUT018,818.9839
DRF23,OUT013,779.49835
DRH01,OUT035,799.2604
FDH12,OUT027,823.6729
FDA28,OUT019,794.4164
FDW37,OUT018,834.77563
FDF02,OUT046,810.4048
DRL37,OUT046,803.4692
NCF43,OUT046,800.7745
FDH08,OUT010,822.4684
FDR34,OUT019,801.9463
NCK19,OUT049,812.43726
NCD55,OUT018,822.7199
FDT27,OUT049,829.8084
FDQ57,OUT045,812.8807
FDA47,OUT035,803.26556
DRG15,OUT027,814.7418
FDE05,OUT018,820.6987
FDN46,OUT046,808.36487
FDX27,OUT027,815.0006
FDT51,OUT045,805.1953
FDU33,OUT013,787.338
FDJ16,OUT027,820.9719
FDD20,OUT019,798.3275
FDT36,OUT049,813.77924
DRF15,OUT027,815.22235
FDN52,OUT010,818.7588
FDC22,OUT027,831.0233
FDX15,OUT045,819.2201
FDT13,OUT013,798.2003
FDU04,OUT017,811.6342
FDU31,OUT019,798.4388
FDW59,OUT027,821.0412
NCO29,OUT046,807.2806
FDL15,OUT035,813.3444
FDI41,OUT049,818.58105
FDQ48,OUT049,815.0286
DRI39,OUT013,783.26685
FDI08,OUT013,804.0396
FDC21,OUT049,816.16736
FDF58,OUT035,800.9454
FDS08,OUT010,821.88544
FDE47,OUT045,815.36584
NCP18,OUT019,796.64246
NCR41,OUT013,794.3754
FDA27,OUT013,792.1393
FDA43,OUT035,803.4769
FDA49,OUT045,815.5926
NCE55,OUT018,828.94855
DRM49,OUT027,816.7368
FDF22,OUT027,837.1996
FDQ15,OUT018,836.44525
NCS54,OUT017,819.6038
NCY05,OUT013,789.7783
FDR45,OUT046,811.8428
FDK57,OUT049,823.1185
FDF41,OUT010,832.4592
FDV21,OUT046,806.04706
FDD51,OUT046,801.28094
FDF33,OUT046,809.1463
FDA38,OUT046,806.27747
FDR56,OUT045,811.0237
NCN41,OUT017,815.13025
FDC60,OUT027,819.28253
FDB47,OUT045,819.6792
DRH01,OUT013,797.9319
FDW08,OUT046,805.47144
FDF38,OUT027,817.17474
FDY32,OUT017,816.7374
FDG34,OUT049,817.89484
FDG47,OUT019,823.25476
NCF18,OUT035,811.12103
FDL39,OUT019,794.2362
NCH55,OUT035,805.21155
DRJ35,OUT049,803.3316
FDS44,OUT035,807.18695
DRE01,OUT018,831.1416
FDY39,OUT013,799.4214
FDY32,OUT018,829.14594
FDR33,OUT027,832.07916
NCP50,OUT049,809.89655
FDZ47,OUT018,827.4001
FDU57,OUT049,820.44763
FDY44,OUT013,797.38983
DRH59,OUT018,810.70935
FDB03,OUT027,819.39935
FDY46,OUT045,827.0869
FDM39,OUT045,801.15906
FDY36,OUT035,795.9991
NCM55,OUT035,802.23334
FDJ50,OUT010,817.7613
DRL60,OUT013,787.29846
NCJ54,OUT049,825.7682
FDX59,OUT017,813.1225
FDI07,OUT013,801.6919
DRF51,OUT010,815.18555
FDM14,OUT017,816.86194
FDP21,OUT045,811.6059
FDE40,OUT035,801.5709
FDE05,OUT035,797.9014
FDM13,OUT027,822.3862
FDC34,OUT027,831.58716
NCI55,OUT018,830.34985
NCE43,OUT018,832.8196
FDW58,OUT018,836.9352
FDG60,OUT045,823.85815
FDV31,OUT017,817.98846
FDR47,OUT013,807.5983
FDM60,OUT019,799.40424
NCF06,OUT018,834.5606
NCN26,OUT027,826.9787
FDQ59,OUT049,814.60364
FDF09,OUT046,795.7717
NCS06,OUT017,819.62445
FDT44,OUT046,807.5557
FDI19,OUT017,833.24615
FDT22,OUT017,817.63806
NCF54,OUT027,830.5778
DRG25,OUT045,801.93445
FDB59,OUT017,830.99097
FDQ37,OUT017,830.19
FDP56,OUT035,798.4193
FDW44,OUT035,798.4655
FDJ26,OUT010,832.7682
FDU43,OUT018,834.98944
FDW33,OUT045,814.31683
NCX53,OUT027,818.81384
FDN56,OUT010,820.3498
DRF15,OUT049,824.2802
FDO33,OUT017,825.39996
FDZ39,OUT010,821.8742
NCJ19,OUT017,816.6434
FDU01,OUT035,812.0436
FDT12,OUT035,802.98486
NCM18,OUT018,825.1893
FDP19,OUT017,820.1642
NCR42,OUT049,808.49115
FDN10,OUT046,806.296
FDG44,OUT017,811.2248
FDQ10,OUT046,809.0325
DRH13,OUT049,810.78503
FDT52,OUT013,795.1865
FDM56,OUT045,808.64124
NCO43,OUT010,816.304
NCV29,OUT035,804.47925
NCF06,OUT013,799.0414
FDO50,OUT035,805.41437
FDT59,OUT013,805.19855
FDX40,OUT027,819.0007
FDE50,OUT017,830.42786
FDX51,OUT017,824.7328
NCD30,OUT018,829.9873
FDK15,OUT013,802.4435
FDL12,OUT045,804.55334
FDK46,OUT017,825.2994
DRH49,OUT010,821.5159
FDQ57,OUT046,806.5014
FDY59,OUT017,808.7379
FDO09,OUT018,843.1382
NCG30,OUT035,808.06104
FDM09,OUT017,821.9069
NCN17,OUT027,820.13794
NCS42,OUT013,792.7761
FDD02,OUT019,799.73584
FDE34,OUT013,804.7653
FDU38,OUT045,805.2893
FDB33,OUT046,805.2939
NCJ29,OUT017,808.3787
FDZ27,OUT035,793.11194
FDI40,OUT013,791.48865
FDG22,OUT013,791.88257
FDT51,OUT017,822.6092
FDF20,OUT018,830.0383
FDV50,OUT035,798.7931
FDT02,OUT049,815.97955
DRC49,OUT017,804.6887
FDF26,OUT049,819.4898
FDV52,OUT035,801.3391
FDX59,OUT049,810.7164
FDV25,OUT035,803.66656
FDW23,OUT027,821.79095
FDE53,OUT018,818.86176
FDA19,OUT017,813.7326
FDH22,OUT046,806.6389
NCO41,OUT013,790.47644
FDX12,OUT017,823.6622
FDF17,OUT013,793.0577
FDS11,OUT045,813.12396
FDR51,OUT035,813.30945
FDT49,OUT010,828.9304
FDC56,OUT013,797.8427
FDR13,OUT027,817.34674
FDQ60,OUT035,798.96674
FDN38,OUT049,826.0723
NCL29,OUT013,793.45514
FDO13,OUT027,822.7099
FDE26,OUT018,828.8567
FDA31,OUT010,826.755
FDX14,OUT035,795.9921
FDA34,OUT045,816.1651
FDF26,OUT013,790.1405
FDE38,OUT045,803.82574
DRI11,OUT046,799.5292
FDQ60,OUT027,819.92035
FDL21,OUT027,819.07764
DRC12,OUT027,818.1758
FDC47,OUT046,814.6633
FDE57,OUT045,802.24866
FDT14,OUT045,797.04755
NCZ53,OUT046,807.84375
FDE28,OUT018,827.94244
FDR19,OUT035,803.7736
NCF54,OUT019,798.8716
FDZ08,OUT046,799.0083
NCJ05,OUT018,828.75195
FDF59,OUT046,820.32886
NCO05,OUT035,799.9903
FDW24,OUT018,814.2415
NCX42,OUT018,827.3099
NCA53,OUT035,796.95166
FDI45,OUT019,801.115
FDG46,OUT046,805.94824
FDM20,OUT010,826.14734
FDW11,OUT010,823.81476
FDX08,OUT035,802.9115
NCK17,OUT035,796.8304
FDK32,OUT018,829.12683
NCA42,OUT035,802.0304
DRI01,OUT035,790.7488
NCL55,OUT049,814.14874
DRE25,OUT018,820.66785
FDD14,OUT017,836.33527
FDB10,OUT046,811.9522
DRN11,OUT035,794.88544
FDP38,OUT018,821.4042
NCA30,OUT017,829.4159
FDT15,OUT017,826.7381
NCP55,OUT018,815.2609
FDF12,OUT035,797.97845
FDM21,OUT018,847.80005
FDX56,OUT035,804.9588
FDF10,OUT017,827.14606
FDT32,OUT045,812.5271
FDM51,OUT018,828.82635
NCR50,OUT018,832.7058
FDI19,OUT049,833.6746
FDX21,OUT017,815.4616
FDR31,OUT035,797.1267
FDY02,OUT013,785.9558
NCA29,OUT045,813.2115
NCX17,OUT046,818.4125
FDM12,OUT045,811.89777
FDI53,OUT027,820.29816
NCU30,OUT049,814.99084
FDC56,OUT027,830.7805
FDK27,OUT018,827.01624
NCK18,OUT017,814.84454
FDB52,OUT019,797.12146
DRG25,OUT027,817.06445
FDZ13,OUT049,818.8145
FDB57,OUT019,798.0246
FDR40,OUT046,799.6339
NCO14,OUT019,792.201
NCN19,OUT045,810.6732
FDQ28,OUT019,796.7576
FDO13,OUT018,820.5397
FDK48,OUT013,787.91705
FDU07,OUT018,827.3593
FDW20,OUT046,805.99774
FDV12,OUT010,819.133
FDH24,OUT013,802.721
FDV59,OUT049,828.50116
FDK57,OUT045,815.6731
FDL16,OUT027,821.1821
NCQ17,OUT046,809.47394
FDJ15,OUT018,819.4874
FDX24,OUT049,812.91644
FDT47,OUT046,803.85077
FDT10,OUT049,819.7428
FDZ37,OUT018,824.2535
FDW43,OUT027,823.14246
DRN36,OUT017,807.42957
FDJ14,OUT045,803.93195
FDA32,OUT013,800.6767
FDJ38,OUT019,805.1609
FDQ57,OUT017,815.6294
NCQ41,OUT019,791.2094
FDG56,OUT049,813.40845
DRC13,OUT027,810.6036
FDV55,OUT035,805.9274
FDQ49,OUT045,812.8382
FDE29,OUT010,820.14197
FDR03,OUT013,802.95624
FDD45,OUT049,810.5496
FDN38,OUT010,829.4676
FDT56,OUT046,799.79974
FDT48,OUT045,805.00183
FDU03,OUT049,835.0758
FDC56,OUT010,826.4768
NCO43,OUT027,817.99304
FDQ27,OUT017,819.4657
FDR03,OUT046,810.4682
DRH23,OUT010,817.64496
FDG22,OUT045,810.91736
NCJ42,OUT013,803.2787
FDR24,OUT046,806.42566
FDW60,OUT035,799.8772
FDJ08,OUT013,800.92053
DRL59,OUT018,813.8306
FDG60,OUT010,834.39355
FDW27,OUT017,820.43823
FDX14,OUT018,816.48267
FDC20,OUT013,793.7897
NCS29,OUT018,829.4376
FDJ56,OUT046,804.53845
FDB20,OUT019,800.56036
FDL28,OUT027,819.0726
FDW01,OUT018,831.8946
FDL03,OUT046,813.5161
FDX22,OUT049,820.43524
FDJ21,OUT035,805.31805
FDR31,OUT045,801.5054
FDG21,OUT035,806.3304
FDS22,OUT027,819.83826
FDK08,OUT035,799.669
FDE17,OUT018,825.63776
NCN30,OUT017,818.7512
FDT50,OUT046,802.99854
NCX42,OUT049,816.30457
FDJ12,OUT035,802.97784
NCA18,OUT027,828.98663
